OverallQual,GrLivArea,YearBuilt,TotalBsmtSF,FullBath,BedroomAbvGr,GarageCars,GarageArea,LotArea,Neighborhood,HouseStyle,Exterior,GarageType,SaleCondition,SalePrice
9,1367,2019,942,1,2,2,146,12486,Crawfor,SLvl,VinylSd,None,Normal,397198
10,2061,1951,1516,3,1,2,418,12942,Gilbert,SFoyer,VinylSd,Detchd,Normal,548102
7,1197,1988,1359,3,2,0,336,14302,Somerst,2Story,Plywood,BuiltIn,Normal,294008
7,1626,1913,485,1,3,0,555,4401,NAmes,2Story,BrkFace,Attchd,Family,286537
5,1124,1974,1246,3,1,0,485,4647,Somerst,2Story,Wd Sdng,None,Normal,257379
6,2465,1952,1211,2,4,0,311,7715,Somerst,1Story,BrkFace,CarPort,Normal,367661
3,966,1998,1140,2,1,0,479,4879,BrkSide,SFoyer,BrkFace,,Normal,218474
6,1639,2004,989,2,4,3,375,3997,NAmes,2Story,BrkFace,BuiltIn,Normal,351733
5,1785,1958,1266,3,1,0,822,7567,Somerst,SFoyer,HdBoard,Detchd,Normal,299008
7,1686,1977,1279,1,3,3,520,10000,NridgHt,2Story,BrkFace,Detchd,Normal,446012
6,1417,1993,743,3,3,1,169,,Gilbert,1.5Fin,HdBoard,Detchd,Normal,367363
7,1442,1940,1182,3,1,0,778,11521,Gilbert,SFoyer,Plywood,CarPort,Normal,371745
9,1520,1967,924,1,2,0,336,19801,NridgHt,SLvl,Wd Sdng,Detchd,Normal,404430
10,1434,1967,405,1,3,3,275,8823,Gilbert,1Story,BrkFace,CarPort,Normal,422721
3,1934,1991,775,1,4,1,836,11577,Somerst,SLvl,MetalSd,BuiltIn,Normal,280529
9,2495,1907,375,2,4,3,512,8427,Crawfor,SFoyer,Plywood,Attchd,Normal,427639
7,1249,1901,1392,3,5,3,576,30103,Somerst,2Story,HdBoard,None,Abnorml,370350
7,884,2004,1142,1,4,0,582,6611,BrkSide,SFoyer,Wd Sdng,BuiltIn,Normal,270193
4,1460,2009,858,3,5,2,413,7027,Sawyer,1Story,VinylSd,CarPort,Normal,268993
4,2661,1985,1568,2,1,2,,12880,Crawfor,SFoyer,Wd Sdng,BuiltIn,Normal,453057
9,1138,1940,1027,2,1,3,376,9881,Edwards,2Story,Wd Sdng,None,Abnorml,456818
8,2238,2019,428,1,1,0,740,7436,Edwards,SLvl,BrkFace,Attchd,Normal,427345
9,2255,1954,824,1,2,1,487,13865,Crawfor,1.5Fin,BrkFace,None,Normal,485191
4,1251,1915,1653,3,2,2,686,8835,Somerst,SLvl,HdBoard,CarPort,Family,283825
7,1756,1992,732,1,5,1,436,8807,OldTown,2Story,HdBoard,None,Partial,324501
5,2233,1961,,3,4,2,314,9984,Sawyer,2Story,BrkFace,BuiltIn,Normal,402001
9,1329,2012,1298,1,4,0,190,4124,NridgHt,1Story,BrkFace,Detchd,Normal,416030
7,1408,1947,1236,3,1,3,,4394,Somerst,SFoyer,MetalSd,BuiltIn,Normal,378118
5,1238,1929,1980,3,3,1,755,14678,Crawfor,SFoyer,MetalSd,CarPort,Normal,307917
5,1043,1911,529,3,2,1,291,6637,OldTown,SLvl,Plywood,Attchd,Abnorml,280167
4,1208,1934,569,3,2,3,542,8477,Somerst,1.5Fin,BrkFace,None,Normal,233514
9,949,1910,536,2,1,1,202,18594,OldTown,1.5Fin,VinylSd,Attchd,Partial,300353
6,1515,1963,882,3,2,2,350,8651,Crawfor,1Story,,CarPort,Normal,305961
3,1154,2009,1440,1,1,3,498,8188,Somerst,2Story,HdBoard,None,Normal,294174
4,1605,1949,587,2,5,2,139,13470,NAmes,1Story,Wd Sdng,BuiltIn,Normal,252094
4,800,1984,1445,2,4,2,447,6876,Gilbert,SFoyer,Plywood,BuiltIn,Normal,244627
6,1649,1920,1014,3,3,0,299,15464,Crawfor,2Story,MetalSd,CarPort,Normal,296464
3,1875,1968,556,2,4,2,559,13346,Edwards,1Story,Wd Sdng,None,Normal,282964
7,603,1947,299,3,4,0,420,20509,Edwards,SLvl,,BuiltIn,Normal,194382
8,1668,1919,389,1,5,1,619,6597,Sawyer,SFoyer,MetalSd,CarPort,Normal,359517
9,2052,2000,734,3,2,1,400,16649,CollgCr,1.5Fin,VinylSd,CarPort,Normal,483246
8,956,1966,932,2,3,0,205,11549,Edwards,1Story,VinylSd,Attchd,Normal,326562
7,2253,1943,1538,1,2,2,182,4957,CollgCr,SFoyer,Plywood,BuiltIn,Normal,490501
10,1689,1932,1320,3,4,3,106,2798,NAmes,SFoyer,VinylSd,None,Normal,508565
4,1183,2016,664,1,1,3,564,6285,Crawfor,1.5Fin,Plywood,BuiltIn,Normal,317186
3,1475,1972,1163,1,4,0,910,10265,OldTown,1.5Fin,HdBoard,BuiltIn,Normal,262944
4,1751,1960,1661,2,2,1,528,10958,Sawyer,1.5Fin,MetalSd,BuiltIn,Normal,330248
5,1534,1908,1750,1,4,1,751,8764,Gilbert,1Story,Wd Sdng,CarPort,Normal,352033
4,1742,1967,874,2,1,3,654,8799,NridgHt,1.5Fin,Plywood,Detchd,Normal,313282
4,1086,1934,1383,1,5,0,357,8504,CollgCr,SLvl,VinylSd,Detchd,Partial,185467
7,1576,1980,1556,3,2,3,678,14314,Gilbert,SFoyer,Plywood,Attchd,Normal,424880
7,864,1997,397,1,4,2,364,4716,Sawyer,1.5Fin,BrkFace,BuiltIn,Normal,266358
7,1450,1987,795,3,2,2,367,10155,Sawyer,SFoyer,Plywood,Detchd,Normal,327650
8,1093,1995,1888,3,5,0,412,6215,Edwards,2Story,VinylSd,Attchd,Partial,372813
5,1169,1964,880,1,4,0,421,5985,Gilbert,2Story,BrkFace,CarPort,Normal,266146
10,2056,1907,0,3,4,2,569,15280,Somerst,1.5Fin,BrkFace,BuiltIn,Normal,375527
10,1991,1944,952,1,2,1,329,5782,BrkSide,SFoyer,VinylSd,None,Normal,456437
7,1774,1986,1450,1,2,0,610,8452,Sawyer,2Story,BrkFace,CarPort,Normal,418115
3,1008,1946,1003,3,1,2,607,21727,CollgCr,1.5Fin,MetalSd,Attchd,Family,197713
8,1358,1939,1286,3,5,2,512,13123,NridgHt,SFoyer,Wd Sdng,CarPort,Normal,426147
6,2046,1975,1375,2,1,1,799,7334,NridgHt,1.5Fin,MetalSd,None,Normal,334719
3,1564,1953,858,3,4,1,682,7611,NAmes,SFoyer,MetalSd,CarPort,Partial,337686
9,2544,1975,792,2,2,1,643,5181,NAmes,2Story,VinylSd,Attchd,Normal,457876
9,1677,1945,1061,3,4,1,462,16160,Edwards,1.5Fin,VinylSd,None,Normal,414257
3,1586,1946,1071,1,4,3,513,14187,Somerst,2Story,Wd Sdng,None,Normal,228714
7,1361,1914,1022,3,3,1,544,12258,Edwards,1.5Fin,Plywood,CarPort,Normal,330170
6,1560,2004,1038,1,3,3,452,12882,NridgHt,1Story,MetalSd,None,Normal,380327
6,1431,1918,701,1,4,0,382,6351,OldTown,2Story,BrkFace,CarPort,Normal,290344
8,1819,1925,1300,1,2,2,17,4485,NridgHt,2Story,Wd Sdng,BuiltIn,Normal,393467
6,1931,1951,1240,2,4,3,579,11582,Sawyer,SLvl,MetalSd,None,Partial,360845
9,1146,1992,466,3,3,0,637,13424,Gilbert,2Story,Plywood,CarPort,Family,387828
5,901,1921,844,1,2,0,241,18549,Gilbert,SFoyer,BrkFace,BuiltIn,Normal,238443
7,674,2003,1037,1,4,3,559,8222,Sawyer,1.5Fin,MetalSd,None,Normal,381521
6,1729,1920,786,2,5,0,344,7700,Sawyer,1Story,HdBoard,BuiltIn,Normal,300758
8,1003,1950,1255,3,5,0,384,8081,NridgHt,SFoyer,Wd Sdng,None,Normal,317432
9,531,1937,973,3,4,3,686,12171,Gilbert,SFoyer,VinylSd,Attchd,Normal,370676
5,1675,1919,1068,2,2,0,272,7927,Gilbert,SFoyer,MetalSd,Attchd,Normal,245951
4,2622,2020,840,2,4,1,271,8791,Crawfor,SFoyer,BrkFace,CarPort,Normal,338579
4,1497,1928,203,3,4,1,775,13081,Gilbert,1Story,BrkFace,Detchd,Normal,289792
5,1877,1950,180,2,3,2,424,6791,Sawyer,SLvl,Wd Sdng,Attchd,Family,277557
9,1537,1903,1236,3,5,0,674,16831,NAmes,2Story,Wd Sdng,Detchd,Normal,318618
8,1455,1954,1107,3,3,2,162,11967,Somerst,SFoyer,BrkFace,BuiltIn,Abnorml,451768
5,1914,1970,1175,1,3,1,177,3901,OldTown,2Story,BrkFace,BuiltIn,Normal,300391
7,1369,1991,1054,1,4,1,286,7137,Sawyer,2Story,BrkFace,Detchd,Family,359759
7,1620,1927,1086,3,3,1,363,3619,Gilbert,SFoyer,MetalSd,CarPort,Normal,359678
4,1645,1903,1388,3,5,0,197,8238,CollgCr,SLvl,BrkFace,None,Normal,187333
6,1199,1921,1178,3,3,0,516,7192,NridgHt,2Story,VinylSd,Detchd,Normal,284049
8,1946,1975,1416,3,5,1,,13104,NridgHt,1.5Fin,BrkFace,Detchd,Normal,442954
4,1421,1944,1069,3,3,2,288,6054,Somerst,2Story,VinylSd,Detchd,Normal,304391
6,1160,1966,880,3,5,2,303,10716,Sawyer,SFoyer,MetalSd,Detchd,Normal,346923
6,1741,1985,1078,2,3,3,326,11626,Somerst,1Story,Wd Sdng,Detchd,Normal,368993
10,1096,2007,666,3,3,1,240,10104,NAmes,2Story,VinylSd,CarPort,Normal,414198
7,1513,1965,848,2,2,2,0,15033,BrkSide,SLvl,MetalSd,Attchd,Normal,338278
9,1496,1987,1071,2,5,1,435,22827,Edwards,1.5Fin,BrkFace,None,Normal,357069
3,1989,1933,1066,3,5,2,373,9465,CollgCr,1.5Fin,MetalSd,Attchd,Normal,264315
9,1714,1990,957,3,5,3,391,10800,Edwards,1Story,BrkFace,Detchd,Partial,392371
3,1489,1954,445,2,1,3,268,6056,BrkSide,1Story,MetalSd,Attchd,Normal,303086
5,1868,2004,1255,2,3,1,596,5688,CollgCr,2Story,Wd Sdng,CarPort,Family,304015
7,2126,1900,1334,3,5,2,887,14331,Edwards,SFoyer,VinylSd,BuiltIn,Normal,418731
6,1751,1971,1657,3,1,0,300,13503,CollgCr,SLvl,Wd Sdng,Attchd,Normal,354763
8,1505,1986,1177,2,2,3,702,5663,Somerst,1.5Fin,HdBoard,None,Normal,408977
3,910,1937,1001,2,5,1,516,4995,OldTown,1Story,BrkFace,CarPort,Normal,263261
9,1021,1905,595,2,5,1,456,6721,Crawfor,SLvl,VinylSd,BuiltIn,Normal,318305
6,1363,1985,1597,1,1,2,388,8445,CollgCr,SFoyer,Wd Sdng,CarPort,Normal,381776
3,1226,1924,1099,2,3,1,435,7487,BrkSide,1.5Fin,VinylSd,Detchd,Normal,240730
3,1416,1981,1077,1,2,3,657,9674,Somerst,1.5Fin,HdBoard,BuiltIn,Normal,285824
10,1525,1916,898,3,5,1,245,13598,Crawfor,SFoyer,Plywood,None,Normal,487304
3,1738,1960,873,3,3,1,400,11080,Somerst,1.5Fin,BrkFace,BuiltIn,Normal,228458
8,1468,1911,1275,2,2,0,675,11456,NAmes,SFoyer,BrkFace,None,Normal,403595
7,1719,1905,591,3,4,0,627,2986,Gilbert,1.5Fin,MetalSd,Detchd,Normal,352834
8,1529,1989,1650,3,4,3,248,4353,NridgHt,2Story,BrkFace,None,Normal,414892
4,611,1926,1563,3,2,2,417,6289,NAmes,SFoyer,BrkFace,CarPort,Normal,301056
6,1077,1907,858,3,1,0,581,6774,BrkSide,SLvl,Wd Sdng,Attchd,Normal,204871
7,1435,1982,654,1,2,2,569,13133,Sawyer,2Story,BrkFace,CarPort,Normal,335753
10,956,2005,194,1,2,3,626,6060,Sawyer,SLvl,BrkFace,CarPort,Normal,343443
7,1770,1964,499,2,1,0,519,12150,NridgHt,1.5Fin,HdBoard,BuiltIn,Normal,359638
7,2189,1956,1292,2,1,2,549,6321,Somerst,SLvl,HdBoard,Detchd,Normal,387438
9,2048,1992,1126,2,3,0,512,5243,OldTown,2Story,VinylSd,Attchd,Normal,454167
7,1404,2008,1197,3,3,3,734,5353,BrkSide,SFoyer,VinylSd,None,Normal,382670
10,2171,2012,262,3,1,3,374,24865,NridgHt,1Story,BrkFace,BuiltIn,Normal,464218
8,1567,1998,842,1,4,0,459,6258,Crawfor,SLvl,BrkFace,Detchd,Normal,386098
7,1348,1939,1547,1,4,2,267,12282,Crawfor,1Story,MetalSd,Attchd,Normal,358593
5,1224,1913,962,2,2,1,,4464,Sawyer,SLvl,VinylSd,CarPort,Partial,237618
6,1364,1934,491,1,5,1,508,17043,Gilbert,SLvl,Wd Sdng,Detchd,Normal,395033
7,1325,1947,955,1,2,0,320,10531,Somerst,SFoyer,BrkFace,Detchd,Normal,306499
6,1577,2008,692,1,2,2,440,10181,Sawyer,1.5Fin,Wd Sdng,Detchd,Normal,272879
5,1572,1983,1133,1,5,1,741,10842,OldTown,2Story,BrkFace,CarPort,Normal,295832
5,1501,1955,1008,1,1,3,731,11393,NridgHt,2Story,Wd Sdng,None,Partial,288250
6,1697,1948,1217,2,4,2,850,12953,CollgCr,2Story,Plywood,BuiltIn,Normal,391785
3,2036,1912,,2,2,1,745,6873,OldTown,1.5Fin,Wd Sdng,None,Family,287913
4,1927,1960,821,1,5,2,883,6695,CollgCr,1Story,VinylSd,Attchd,Normal,339215
9,832,2001,1436,2,3,0,529,9202,Somerst,2Story,BrkFace,BuiltIn,Normal,347959
3,500,1948,458,3,2,2,287,12246,NridgHt,1Story,VinylSd,Attchd,Normal,170753
3,1920,1945,599,1,4,1,270,8734,Crawfor,1.5Fin,Wd Sdng,CarPort,Normal,266232
8,885,2012,1080,3,1,0,701,12749,Crawfor,1.5Fin,HdBoard,None,Normal,330333
9,1399,1961,1115,2,2,2,459,11885,NAmes,SFoyer,HdBoard,Detchd,Normal,435437
9,973,1907,804,2,2,3,473,8163,Crawfor,2Story,HdBoard,BuiltIn,Normal,373628
3,689,1942,889,3,5,1,351,4100,BrkSide,SFoyer,BrkFace,Detchd,Partial,213794
7,1744,1919,1213,2,3,0,,7175,NAmes,2Story,MetalSd,Attchd,Normal,374490
8,1842,1996,1340,1,3,2,519,19717,NAmes,1.5Fin,Plywood,Detchd,Normal,465005
8,1241,1989,572,3,1,3,260,10488,Crawfor,1.5Fin,Wd Sdng,Detchd,Normal,382430
5,500,1938,1146,1,4,1,496,6749,Sawyer,SLvl,MetalSd,CarPort,Normal,246670
10,1254,1984,1605,3,1,3,722,10075,Gilbert,SLvl,HdBoard,CarPort,Normal,493833
9,1676,2016,954,2,2,2,66,12203,Gilbert,1.5Fin,Wd Sdng,None,Normal,411813
3,834,1948,568,3,2,2,173,6751,BrkSide,1.5Fin,MetalSd,Attchd,Normal,179479
5,1583,1963,550,3,3,0,572,15692,Edwards,1Story,VinylSd,CarPort,Normal,247218
6,1493,1961,936,1,4,3,696,11249,Sawyer,1Story,HdBoard,CarPort,Normal,359387
4,1761,2005,1414,2,5,0,362,5486,Edwards,SFoyer,MetalSd,None,Normal,255934
10,1554,2006,984,1,4,1,90,13231,CollgCr,SLvl,BrkFace,BuiltIn,Abnorml,450665
10,1062,1953,1076,2,2,0,708,7485,Sawyer,SLvl,VinylSd,None,Normal,371738
10,2038,2004,601,1,5,1,304,8303,NridgHt,1.5Fin,HdBoard,Detchd,Normal,496597
8,1429,1908,1393,3,4,2,385,5698,Edwards,1.5Fin,Plywood,Detchd,Normal,359413
6,1488,1987,542,1,4,2,507,11958,BrkSide,SFoyer,HdBoard,CarPort,Normal,326204
10,1080,1936,798,2,5,3,330,8417,BrkSide,SLvl,BrkFace,CarPort,Normal,438207
6,1301,1948,1252,2,2,1,292,12188,Sawyer,1Story,Plywood,None,Normal,370805
7,1102,1940,184,3,4,2,296,7024,NAmes,2Story,Plywood,None,Normal,278285
10,1422,1916,1070,2,5,3,784,6671,NridgHt,SFoyer,Plywood,Attchd,Normal,435462
4,2270,1987,584,1,2,3,659,6432,Somerst,2Story,Wd Sdng,Detchd,Normal,371745
6,883,1920,1007,3,5,0,553,10756,NridgHt,1Story,Wd Sdng,None,Normal,276548
6,774,1950,859,2,5,3,56,6626,BrkSide,1Story,Plywood,BuiltIn,Normal,284425
4,2162,1958,1842,2,4,2,554,8214,CollgCr,2Story,VinylSd,Attchd,Normal,422968
10,1406,1938,843,1,2,0,544,7127,Edwards,SFoyer,Plywood,None,Normal,323315
4,1199,1954,1737,1,4,1,220,10971,Edwards,2Story,MetalSd,CarPort,Partial,274480
6,1968,1940,1235,3,1,1,497,4122,CollgCr,SFoyer,Plywood,None,Normal,385503
4,1227,1938,679,2,1,2,639,,OldTown,SFoyer,Wd Sdng,CarPort,Normal,278293
6,2322,1912,1132,1,2,2,552,19616,Sawyer,1.5Fin,Wd Sdng,CarPort,Normal,445117
6,1805,1963,878,3,5,0,328,15696,BrkSide,SLvl,MetalSd,Detchd,Normal,380793
7,1280,1910,1097,2,4,0,452,6819,Gilbert,SLvl,MetalSd,Detchd,Normal,305901
3,2471,2009,714,2,4,2,581,11244,Crawfor,1Story,HdBoard,None,Family,398060
6,1227,1918,1676,3,2,2,461,10303,CollgCr,1.5Fin,VinylSd,None,Family,311194
10,1834,1910,1370,3,2,1,676,17435,CollgCr,SLvl,VinylSd,BuiltIn,Normal,477581
5,1635,1976,1013,1,1,1,521,2909,NridgHt,SFoyer,VinylSd,Attchd,Normal,387448
5,729,1931,1327,3,1,1,475,10349,OldTown,1.5Fin,BrkFace,Detchd,Normal,196330
8,1020,1942,789,2,2,3,553,9320,NridgHt,SLvl,HdBoard,None,Normal,390935
7,2198,1920,1084,2,5,0,520,4749,Crawfor,SLvl,Vinyl,None,Normal,384972
5,1066,1906,1419,3,1,0,894,7290,OldTown,SLvl,MetalSd,CarPort,Normal,272664
9,2233,1995,1598,1,1,0,553,15159,BrkSide,2Story,HdBoard,CarPort,Normal,456241
